id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
11,normal,"【出家の願い / Desire for Priesthood】\n\n紫の上は、自身の健康不安と精神的な疲弊から、出家を源氏に願い出ます。「限りあれば、今は仏の道に」しかし、彼女を深く愛する源氏は、彼女が自分のそばを離れることを許そうとはしませんでした。この執着が紫の上をさらに苦しめます。\n\nMurasaki, suffering from ill health and emotional exhaustion, asked Genji for permission to become a nun. However, Genji, in his possessive love, refused to let her leave his side. This attachment only prolonged Murasaki's suffering.\n\n二人の愛の形が、悲劇的なすれ違いを見せ始めます。\nThe form of their love began to show a tragic misalignment.","説得を試みる / Try to persuade→13,祝宴へ戻る / Return to feast→9",,,,,serene_sadness.mp3,prayer_room.jpg,,,
12,battle,"【柏木の葛藤 / Kashiwagi's Internal Conflict】\n\n柏木は源氏の前に座りながら、恐怖と罪悪感に苛まれます。憧れの女性の夫であり、偉大な恩人である源氏。その顔をまともに見ることができません。「胸のみふたがりて」彼の心は、道徳と情欲の間で激しく揺れ動きます。\n\nWhile sitting before Genji, Kashiwagi was tormented by fear and guilt. Genji was the husband of the woman he desired and his great benefactor. He could not look Genji in the eye. His heart swung violently between morality and lust.\n\n己の弱さと、分不相応な野心との戦いです。\nIt is a battle against his own weakness and misplaced ambition.",罪悪感に耐える / Endure guilt,柏木の迷い (Hesitation),7,10,14,tension.mp3,inner_shadow.jpg,,,
13,normal,"【朱雀院の見舞い / Visiting Emperor Suzaku】\n\n源氏は出家した朱雀院を山寺に訪ねます。かつての栄華を捨て、静かに仏に仕える兄の姿に、源氏は無常を感じます。「世を背きたまへる御有様、いと尊く」朱雀院は、再び娘の女三の宮のことを源氏に託すのでした。\n\nGenji visited the abdicated Emperor Suzaku at his mountain temple. Seeing his brother, who had abandoned worldly glory for a life of prayer, Genji felt the transience of life. Suzaku once again entrusted the welfare of Princess Nyousan to Genji.\n\n山寺の冷たい空気が、源氏の心に死生観を植え付けます。\nThe cold air of the mountain temple instilled a sense of mortality in Genji's heart.","六条院へ帰還する / Return to Rokujo-in→14,紫の上の元へ / To Murasaki→11",,,,,temple_bell.mp3,mountain_temple.jpg,,,
14,normal,"【六条院の春の完成 / Completion of Spring】\n\n物語はクライマックスに向け、六条院の四季の庭がいかに美しいかを再び描写します。特に春の町は、源氏の栄華の象徴として輝いています。「春の御殿の、花の盛りはいふべきにあらず」しかし、その花もいつかは散る運命にあります。\n\nThe story describes the exquisite beauty of the seasonal gardens at Rokujo-in. The Spring Quarter, in particular, shines as a symbol of Genji's supreme glory. 'The flowers in the Spring Palace are beyond words.' Yet, even these blossoms are destined to fall.\n\n美しさの極致に、滅びの予感が漂います。\nAt the peak of beauty, a premonition of decline lingers in the air.","さらに奥へ進む / Move deeper→15,山寺を思い出す / Recall the temple→13",,,,,spring_theme.mp3,full_blossom.jpg,,,
15,normal,"【若菜の献上 / Presentation of Spring Shoots】\n\n正月の行事として、若菜が源氏に捧げられます。生命力に溢れる緑の若菜は、長寿と繁栄を願う象徴です。「若菜つむ、野辺の霞もをかしきに」人々は祝いの言葉を述べますが、紫の上の体調は次第に悪化の兆しを見せていました。\n\nAs a New Year's rite, fresh spring shoots (Wakana) were presented to Genji. These vibrant green shoots symbolized longevity and prosperity. People offered congratulations, but Murasaki's health began to show signs of gradual decline.\n\n祝祭の影で、命の灯火が揺らぎ始めています。\nIn the shadow of the festival, the lamp of life begins to flicker.","紫の上の看病をする / Tend to Murasaki→16,宴を続ける / Continue the party→10",,,,,solemn.mp3,wakana.jpg,!eat,,
16,normal,"【紫の上の発病 / Murasaki's Illness】\n\nついに紫の上が病に倒れます。源氏は驚愕し、あらゆる祈祷や名医を呼び寄せます。「いみじう嘆き、惑ひたまふこと」源氏にとって、彼女を失うことは自らの魂を失うことと同義でした。彼はつきっきりで彼女を看病します。\n\nFinally, Murasaki collapsed from illness. Genji was struck with terror and summoned every priest and physician. To lose her would be like losing his own soul. He stayed by her side constantly, nursing her with desperate devotion.\n\n六条院の華やぎが、一転して悲しみに包まれます。\nThe vibrancy of Rokujo-in is suddenly replaced by a heavy shroud of sorrow.","加持祈祷を命じる / Order prayers→17,食事をとらせる / Try to feed her→18",,,,,sad_strings.mp3,sickbed.jpg,,,
17,battle,"【死魔との戦い / Battle with the Demon of Death】\n\n紫の上を苦しめる病魔（あるいは生霊）との戦いです。源氏は懸命に法華経を唱え、目に見えない恐怖と戦います。「物の怪の、いとどはなやかなるを」彼女の意識は遠のき、生と死の境界線を彷徨います。\n\nThis is a battle against the illness (or a malevolent spirit) tormenting Murasaki. Genji desperately chants sutras, fighting against an invisible terror. Her consciousness fades as she wanders the boundary between life and death.\n\n最愛の人を死の淵から引き戻してください。\nPull your beloved back from the brink of death.",祈りを捧げる / Offer prayers,病魔 (Illness),8,15,19,dark_ritual.mp3,dark_room.jpg,,,
18,normal,"【ひとときの快復 / A Momentary Recovery】\n\n祈祷の甲斐あってか、紫の上がわずかに意識を取り戻します。彼女は少しの重粥を口にし、源氏に微笑みかけます。「いささか、心地よげに見えたまふ」源氏は涙を流して喜びますが、それは一時的なものに過ぎないことを、彼女自身は悟っていました。\n\nPerhaps due to the prayers, Murasaki slightly regained consciousness. She took a little rice porridge and smiled at Genji. Genji wept with joy, but Murasaki herself realized that this recovery was only a temporary respite.\n\n束の間の安らぎが、二人の間に流れます。\nA fleeting moment of peace passes between the two.","語り合う / Converse slowly→19,看病に戻る / Back to nursing→16",,,,,soft_flute.mp3,morning_sun.jpg,!eat,,
19,normal,"【物語の終焉へ / Towards the End】\n\n「若菜上」の巻は、源氏の栄華が崩れ始める予兆を孕んだまま幕を閉じます。紫の上の病、女三の宮の降嫁、そして柏木の不義。すべての要素が、次なる悲劇「若菜下」へと繋がっていきます。「世の中の、定まりなき行く末」\n\nThe 'Spring Shoots I' chapter ends with omens of the collapse of Genji's glory. Murasaki's illness, Nyousan's marriage, and Kashiwagi's forbidden desire—all elements lead toward the ensuing tragedy in the next chapter.\n\n栄華の極みにある者は、ただ落ちる道しか残されていないのでしょうか。\nFor one at the pinnacle of glory, is there any path left but the one leading down?","物語を結ぶ / Conclude the story→20,最初の場面へ / Back to start→1",,,,,ambient_fade.mp3,sunset_palace.jpg,,,
20,end,"【次巻予告：若菜下 / Next: Spring Shoots II】\n\n次巻「若菜下」では、紫の上の病状がさらに深刻化し、ついに柏木と女三の宮の密通が現実のものとなります。源氏がその事実を知った時、どのような行動に出るのか。そして、追い詰められた柏木の運命は。光源氏の人生最大の苦悩が描かれます。\n\nIn the next chapter, 'Spring Shoots II', Murasaki's condition worsens, and the secret affair between Kashiwagi and Nyousan finally occurs. How will Genji react when he discovers the truth? And what fate awaits the cornered Kashiwagi? The greatest anguish of Genji's life is about to be revealed.\n\nご愛読ありがとうございました。 / Thank you for reading.",おわり / End,,,,,ending_fanfare.mp3,cherry_petals.jpg, ,,
