ttl,bg,max_hp,init_skill,init_luck,init_food,theme
Time Capsule -Adventure of the Graduation Day- タイムカプセル,img/bgi_room.png,20,7,9,2,8

id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect
7,normal,"Leaving the ward office, I confirmed the route to Mizune Prefecture that I’d decided on with a knowledgeable clerk and put power into my bike pedals. First, aim for Enami Highway. My sports-type bike felt light, and a tailwind seemed to be pushing my back. For a while, the road remained flat, with peaceful scenery of people selling apples by the roadside. I whistled a current hit song and kept pedaling with all my might. At the edge of my vision to the right, I could see the brown trains of the Kitagun Line rushing past. Considering traffic lights and vehicle flow, it would likely take three hours to reach the destination. I felt uneasy about getting lost, but more than that, a sense of exhilaration from pushing into unknown lands dominated me. I pedaled even faster, as if whipping myself forward. \n\n区役所を出た僕は、道に詳しい所員と相談して決めた瑞畝県までのルートを確認し、自転車のペダルに力を込めた。\nまずは江波街道を目指す。\nスポーツタイプの愛車の自転車の感触は軽く、追い風が僕の背中を後押ししてくれているようだ。\nしばらくは平らな道が続き、道端でリンゴを売っている長閑な風景が広がる。\n僕は今ヒットしている流行歌を口笛で吹きながら、全力で漕ぎ続けた。\n右手の視界の端には北群線の茶色い列車が走り去っていくのが見える。\n信号待ちや車の往来を考慮すれば、目的地まではやはり三時間はかかるだろう。\n道に迷う不安もあったが、それ以上に知らない土地へと突き進んでいく高揚感が僕を支配していた。\n僕は自分の尻を叩くようにして、さらに速度を上げた。","Proceed along the highway(街道を進む)→8,Go back to the ward office(区役所へもどる)→711",,,,,bgm_adventure.mp3,img/bgi_road.png,
711,normal,"I look back at the path I traveled from the entrance of the highway. Passing through the same scenery twice makes the adventure lose its freshness and wears down my heart more than physical fatigue. I looked forward and put all my weight on the pedals again. \n\n街道の入り口から、一度来た道を振り返る。\n同じ景色を二度通ることは、冒険の新鮮さを失わせ、肉体的な疲労以上に僕の心を削っていく。\n僕は前を向き、再びペダルに全体重を乗せた。","Proceed again(再び進む)→6",,,,,bgm_adventure.mp3,img/bgi_road.png,hp-1
8,normal,"Finally crossing the Gosho River and reaching the opposite bank, I decided to sit on the embankment and take a breather. When I took the lunch box out of my backpack, it contained a single unadorned slice of bread and one boiled egg. It was a huge mistake that I forgot to bring jam or butter for the bread, or even salt for the egg. However, eating outdoors after pedaling a bike with all my might tastes delicious, the simpler the better. Even things I usually dislike, I felt I could finish them now. There were various people on the embankment—fishermen, joggers, and families on walks—but I was the only elementary schooler alone at this time. I finished lunch while soaking in a secret sense of superiority, as if I alone were enjoying a special freedom. \n\nようやく五所川を渡り切り、向こう岸に辿り着いたところで、僕は土手に腰を下ろして一息つくことにした。\nバックパックから弁当箱を取り出すと、中には何の変哲もないパン一枚とゆで卵が一玉。\nパンにはジャムもバターも塗っていないし、ゆで卵にかける塩さえ持ってくるのを忘れたのは大失敗だった。\nしかし、全力で自転車を漕ぎ後の屋外での食事は、素朴であればあるほど体に染み渡るように美味しい。\n普段なら嫌がって食べないようなものでも、今の僕なら平らげてしまえる気がした。\n土手には釣り人やジョギング中の人、散歩をする家族連れなど様々な人々がいたが、この時間に一人でいる小学生は僕だけだ。\n自分だけが特別な自由を享受しているような、密かな優越感に浸りながら昼食を終えた。","Proceed further(先へ進む)→9,Go back to the highway(街道へもどる)→811",,,,,bgm_peace.mp3,img/bgi_river.png,eat
811,normal,"Trying to leave the peaceful riverbank scenery, I find myself missing the bustle of the highway. However, losing sight of the direction to proceed means the end of the journey. I picked myself up and stepped into the continuation of the adventure again. \n\n河原の穏やかな風景を後にしようとして、つい街道の賑やかさが恋しくなる。\nしかし、進むべき方向を見失うことは、旅の終わりを意味する。\n僕は重い腰を上げ、再び冒険の続きへと足を踏み出した。","Proceed again(再び進む)→7",,,,,bgm_peace.mp3,img/bgi_river.png,hp-1
9,normal,"The ride until entering Mizune Prefecture was mostly in a straight line. As I passed under the Kannaka Expressway and crossed several large highways, the scenery began to lose its urban colors. Traveling from Enami to Shionji, then past the Mitashi City Highway, I suddenly faced a major fact. I really did graduate from that elementary school. That place where I spent more than half my life—six years. Memories overflowed: being a crybaby in lower grades, fights with friends, being hospitalized for an injury, dodgeball and soccer in the schoolyard, the noise of cleaning time and class meetings. There was no end to the memories if I tried to recall them. All of them have already become 'the past.' The feeling that the place I belonged until yesterday was gone made my legs feel a little heavy as I pedaled. \n\n瑞畝県に入るまでは殆ど直線距離の走行が続く。\n幹中自動車道を潜り、いくつもの大きな街道を横切っていくうちに、景色は少しずつ都市の色を失い始めた。\n江波から紫音寺へ、さらに三十田市街道を越えていく中で、僕はふと重大な事実に直面した。\n自分は本当に、あの小学校を卒業したんだ。\n六年間という、生まれてから半分以上を過ごしたあの場所。\n泣き虫だった低学年の頃、友達との喧嘩、怪我をして入院したこと、校庭でのドッジボールやサッカー、掃除の時間や学級会の喧騒。\n思い出そうとすれば切りがないほど記憶が溢れ出してくる。\nそれら全てが、もう「過去」のものになってしまったのだ。\n昨日までの居場所がなくなったという感覚が、ペダルを漕ぐ足を少しだけ重くさせた。","Immerse in memories(思い出に浸る)→10,Go back to the riverbank(河原へもどる)→911",,,,,bgm_sad.mp3,img/bgi_road.png,
911,normal,"In the middle of the straight road, I stop my feet, thinking I heard the murmuring of the river. My heart, swinging between the past and the future, wears down a little each time I wander the same spot. I forced myself to look ahead and stepped on the pedals. \n\n直線道路の途中で、川のせせらぎが聞こえた気がして足を止める。\n過去と未来の間で揺れ動く僕の心は、同じ場所を彷徨うたびに少しずつ摩耗していく。\n僕は無理やり前を見据え、ペダルを踏み込んだ。","Proceed again(再び進む)→8",,,,,bgm_sad.mp3,img/bgi_road.png,hp-1
10,normal,"I ask myself. This isn't the end; rather, it's a new beginning. I’ll soon be a junior high student in a uniform. However, the things I associate with 'junior high' are too-strict club activities, insidious senior-junior relationships, school violence, the unavoidable entrance exams... What is this? It’s all things that seem boring. Especially the grade above us—those sixth graders who acted so bossy when we were in fifth grade. The outlook is dark for a world where they reign as seniors. Even though I just graduated yesterday, I already feel homesick for the fun of elementary school. Far larger than expectation for the future, a giant, unidentifiable anxiety tightened around my heart. \n\n僕は自分に問いかける。\nここで終わりじゃない、むしろここが新しい始まりなんだと。\n僕ももうすぐ制服を着た中学生になる。\nしかし、中学校という言葉から連想されるのは、厳しすぎる部活、陰湿な先輩後輩関係、校内暴力、避けては通れない受験……。\n何だこりゃ、つまらなそうなものばかりではないか。\n特に一つ上の学年は、五年生の時に威張り散らしていたあの六年生たちなのだ。\n彼らが先輩として君臨する世界に見通しは暗い。\n昨日卒業したばかりだというのに、僕はもう小学校の楽しさが懐かしくてたまらなくなってしまった。\n未来に対する期待よりも、正体のわからない巨大な不安の方が遥かに大きく、僕の心臓をじりじりと締め付ける。","Shake off anxiety(不安を払う)→11,Go back to the highway(街道へもどる)→1011",,,,,bgm_sad.mp3,img/bgi_road.png,
1011,normal,"I'm about to be crushed by anxiety and find myself seeking the scenery of the highway I was just riding on. However, looking back at the past surely drains my physical strength. I took a deep breath and faced reality again. \n\n不安に押しつぶされそうになり、つい先ほどまで走っていた街道の景色を追い求めてしまう。\nしかし、過去を振り返ることは、今の僕の体力を確実に奪っていく。\n僕は深呼吸をし、再び現実と向き合った。","Proceed again(再び進む)→9",,,,,bgm_sad.mp3,img/bgi_road.png,hp-1
11,battle,"Suddenly, the path ahead felt as if it were shrouded in dark mist. The 'sense of stagnation toward the future' created by my heart became an intangible black monster blocking my way. A primal fear of leaving the protected place of elementary school and stepping into an unknown world is trying to push me back. I can't move forward like this. I gripped the handlebars tightly and stood up to smash the anxiety about junior high and the doubts about myself. This isn't just a trip on a bike; it's a trial to overcome the 'weakness' within myself. I gathered my courage and charged with all my might into the shadow of my heart. \n\n進むべき道が突然、暗い霧に包まれたような感覚に陥った。\n僕の心が生み出した「将来への停滞感」が、実体のない黒い怪物となって行く手を阻む。\n小学校という守られた場所を離れ、未知の世界へ踏み出すことへの根源的な恐怖が、僕を押し戻そうとしているのだ。\nこのままでは前に進めない。\n僕は強くハンドルを握りしめ、中学への不安や自分自身への疑念を打ち砕くために立ち向かった。\nこれは自転車で走るだけの旅ではない、自分の中にある「弱さ」を乗り越えるための試練なのだ。\n僕は勇気を振り絞り、心の影に向かって全力で突進した。","Break through the fear(恐怖を突破する)",Fear of the Unknown 未知への恐怖,6,6,12,bgm_battle.mp3,img/bgi_battle.png,
12,normal,"Having overcome the intense conflict, I decided to stop by a gas station to use the restroom. I drank a cold juice in the corner of the break area. When I go cycling, I always make a point of using the gas station restroom instead of a convenience store. Park restrooms are usually dirty, and convenience stores make me feel obligated to buy something, but gas stations have restrooms clearly visible from the road, making me feel like a seasoned traveler on a long journey or a full-fledged adult. That feeling of acting a bit older gave me a momentary boost of confidence. The time was 2:00 PM. If things continued smoothly, I should reach the destination, the City of Stone, by 3:00 PM. I got back on the saddle and pedaled powerfully once more. \n\n激しい葛藤を乗り越え、僕はガソリンスタンドに寄って用を足すことにした。\n休憩所の片隅で冷たいジュースを飲む。\n僕はいつもサイクリングの時、あえてコンビニではなくガソリンスタンドのトイレを借りることにしている。\n公園のトイレはだいたい汚いし、コンビニでは何かを買わなければならないという義務感が生じるが、ガソリンスタンドなら道からもよく見える場所に便所があり、まるで自分が長旅を続ける熟練の旅人や、一人前の大人になったような気分になれるからだ。\n少し背伸びをした感覚が、僕に束の間の自信を与えてくれた。\n時刻は14時。\nこのまま順調にいけば、15時には目的地の石の都に着くだろう。\n僕は再びサドルに跨り、ペダルを力強く踏み出した。","Resume the journey(旅を再開)→13,Go back to the highway(街道へもどる)→1211",,,,,bgm_peace.mp3,img/bgi_gs.png,luck+1
1211,normal,"While listening to the sound of the gas station pumps, I recall the fierce battle from earlier. Leaving a place where I once found peace requires more energy than imagined. I threw away the empty juice can and started riding again. \n\nガソリンスタンドの給油機の音を聞きながら、先ほどまでの激闘を思い出す。\n一度安らぎを得た場所から離れるのは、想像以上にエネルギーを必要とする。\n僕はジュースの空き缶を捨て、再び走り出した。","Proceed again(再び進む)→10",,,,,bgm_peace.mp3,img/bgi_road.png,hp-1
13,normal,"Before I knew it, the scenery had changed to peaceful countryside. Traffic decreased, and I was lost in thought while pedaling leisurely. However, that carelessness became my undoing. When I came to my senses, I was brilliantly lost. Dammit, where on earth am I? Fields stretched as far as the eye could see, and looking back, I saw a horizon I’d never seen before. Small paths intersected complexly like a grid, disappearing into the distant shadows of mountains. Not a single house was in sight, and the only thing I could hear was the sound of the wind. I didn't have time to be moved; I had to find Kevin's house quickly. It was past 2:30 PM, and the sun had hidden behind clouds before I knew it, leaving no trace of the bright sunlight from earlier. \n\n風景はいつしかのどかな田園地帯へと変わっていた。\n車の通りも少なくなり、僕はゆったりと漕ぎながら物思いに耽っていた。\nところが、その油断が仇となった。\nふと我に返ると、僕は見事に道に迷っていた。\nやっちまった、ここは一体どこだ。\n見渡す限りの田畑が広がり、後を振り返れば初めて見るような地平線が見える。\n碁盤の目のように小道が複雑に交差しており、それらは遥か彼方の山影へと消えている。\n辺りには民家一軒見当たらず、聞こえてくるのは風の音だけだ。\n感動している暇はない、早く足立和彦さんの家を見つけなければならない。\n14時半を過ぎ、太陽はいつの間にか雲に隠れ、さっきまでの明るい日差しは見る影もなくなっていた。","Search the surroundings(周囲を探る)→14,Go back to the gas station(ガソリンスタンドへもどる)→1311",,,,,bgm_lost.mp3,img/bgi_field.png,
1311,normal,"In the middle of the endless rice fields, I try desperately to remember the way I came. However, circling the same spot in a daze drains physical strength severely. Trusting my intuition, I started riding recklessly again. \n\nどこまでも続く田んぼの中で、来た道を必死に思い出そうとする。\nしかし、迷いの中で同じ場所をぐるぐると回ることは、体力を激しく消耗させる。\n僕は自分の直感を信じ、再び闇雲に走り出した。","Proceed again(再び進む)→12",,,,,bgm_lost.mp3,img/bgi_field.png,hp-1
14,normal,"I saw a human figure on the road over there. A person! I lifted my hips and pedaled recklessly to get closer to the figure. It was a farmer wearing a hat with a towel around his neck. I was about to ask something, but the moment I received his casual glance, I passed right by. That’s right, no need to rush. For those who live here, this is an everyday town, and they don't get lost. Tomorrow is a holiday anyway, and this is a contiguous land. I started whistling lightheartedly again and kept riding for about thirty minutes. And finally, I reached the 'City of Stone,' surrounded by fences with blooming flowers. There were about three hundred houses of identical shape lined up in an orderly fashion, presenting a mysterious sight. \n\n見ると、向こう側の道に人影が見えた。\n人だ！僕は腰を浮かせ、がむしゃらにペダルを漕いでその人影に近づいた。\n帽子を被り、手拭いを首に掛けた農家の人だった。\n何か聞こうとしたが、その人の何気ない視線を受けた瞬間、僕はそのまま通り過ぎてしまった。\nそうだ、焦る必要はない。\nここに住んでいる人にとってはここは日常の町であり、道に迷うこともないのだ。\nどうせ明日も休みだし、ここは地続きの国なのだ。\n僕は再び気楽に口笛を吹き始め、三十分ほど走り続けた。\nそしてついに、花の咲き乱れる柵に囲まれた「石の都」に辿り着いた。\nそこには三百軒ほどもあろうかという同じ形の家々が整然と並び、不思議な光景が広がっていた。","To Kevin's house(足立の家へ)→15,Go back to the lost path(迷った道へもどる)→1411",,,,,bgm_lost.mp3,img/bgi_town.png,hp-1
1411,normal,"I recall the wordless encounter with the farmer and regret not asking anything. However, regret only makes my legs heavier. Taking responsibility for my decision, I proceeded deeper into the City of Stone. \n\n農家の方との無言のすれ違いを思い出し、何か聞けばよかったと後悔する。\nしかし、後悔は足を重くするだけだ。\n僕は自分の決断に責任を持ち、石の都の奥深くへと進んでいった。","Proceed again(再び進む)→13",,,,,bgm_lost.mp3,img/bgi_field.png,hp-1
15,normal,"The landscape of the City of Stone is such that identical houses are lined up, so a first-timer might get lost if not careful. Relying on the address I heard at the ward office, I checked the nameplates one by one. And finally, I found the house engraved with the target name 'Adams.' The exterior was exactly the same as the surrounding houses, but a slightly ill-looking, poorly maintained car was parked in the driveway. Though the curtains were tightly closed, there was a sense of someone being inside. I felt my throat go dry with tension as I walked with heavy steps to the entrance. I am about to deliver the feelings entrusted by a child from 30 years ago. With my fingertips trembling, I pushed the intercom button hard. \n\n石の都の風景は、似た形の家が並んでいるので、初めて訪れた身としては、気をつけないと迷ってしまいそうだ。\n僕は区役所で聞いた住所を頼りに、一軒一軒表札を確認しながら進んだ。\nそしてついに、目的の「足立」という名が刻まれた家を見つけ出した。\n外観は周囲の家と寸分違わず同じだが、駐車場には少し人相の悪い、手入れの行き届いていない車が置かれていた。\nカーテンは固く閉ざされているものの、中に誰かがいる気配はある。\n僕は緊張で喉が渇くのを感じながら、重い足取りで玄関まで歩み寄った。\n30年前の子供が託した想いを、今から僕は届けるのだ。\n指先を震わせながら、僕はインターホンのボタンを強く押し込んだ。","Press the intercom(インターホンを押す)→16,Go back to the entrance of the city(入口へもどる)→1511",,,,,bgm_mystic.mp3,img/bgi_door.png,
1511,normal,"I stop in front of the orderly houses and dare to turn back to the entrance. However, considering the long journey to get here, it would be equal to betraying myself. I suppressed my trembling hands and headed back to Kevin's house. \n\n整然と並ぶ家々の前で立ち止まり、あえて入り口まで引き返そうとする。\nしかし、ここまでの長い道のりを思えば、それは自分への裏切りに等しい。\n僕は震える手を抑え、再び足立の家へと向かった。","Go to the house again(再び向かう)→14",,,,,bgm_mystic.mp3,img/bgi_town.png,hp-1
16,normal,"I rang the chime and waited for a while, but there was no reply. I pressed the button again. Eventually, heavy footsteps were heard from inside, and the door opened slowly. Standing there was a tall, grumpy-looking man who looked much older than his actual age, with no trace of the 'Kevin Adams' I had imagined. His voice was low and intimidating as he said, 'Yes, what is it?' Upon seeing me, the man spat out, 'What are you? Stop with the pranks. Go away already,' and slammed the door violently without waiting for my words. I stood there dazed, but I couldn't back down here. My obsession after riding 50km wasn't that cheap. \n\nチャイムを鳴らしてしばらく待ったが、返事はない。\n僕はもう一度ボタンを押した。\nやがて内側から重い足音が聞こえ、ドアがゆっくりと開いた。\nそこに立っていたのは、僕が想像していたような「足立和彦君」の面影など全くない、実年齢よりもだいぶ老けた印象の、背の高い不機嫌そうな男だった。\n「はい、何でしょう」という声は低く、威圧的だ。\n男は僕を見るなり「何だお前は、イタズラはやめろ。\n早く行け」と吐き捨てるように言い、僕の言葉を待たずにドアを乱暴に閉めてしまった。\n僕は唖然としてその場に立ち尽くしたが、ここで引き下がるわけにはいかない。\n５０キロを走ってきた僕の執念は、そんなに安くないのだ。","Press again(もう一度押す)→17,Go back outside the gate(門の外へもどる)→1611",,,,,bgm_none.mp3,img/bgi_door.png,
1611,normal,"In front of the closed door, I'm about to doubt my own enthusiasm. I feel tempted to return outside the gate and escape from this place, but that is just useless resistance that drains physical strength. I stood in front of the entrance again. \n\n閉ざされたドアの前で、かつての自分自身の熱意を疑いそうになる。\n門の外へ戻り、この場から逃げ出したい誘惑に駆られるが、それは体力を削るだけの無駄な抵抗だ。\n僕は再び玄関の前に立った。","To the entrance again(再び玄関へ)→15",,,,,bgm_none.mp3,img/bgi_door.png,hp-1
