id,type,text,options,e_name,e_skill,e_hp,next,bgm,bgi,effect,,
11,normal,"【小侍従の悔恨 / Kojiju's Regret】\n\n手引きをした小侍従は、事の重大さに気づき、激しい後悔に襲われます。「いかなるわざをか、しつらむと思ひ乱るるに」彼女は源氏の鋭い洞察力を知っており、自分の命も危ういと感じます。しかし、一度動き出した運命を止めることは誰にもできませんでした。\n\nKojiju, who assisted the meeting, was struck by intense regret as she realized the gravity of the situation. 'What have I done?' she thought in distress. She knew Genji's sharp insight and felt her own life might be in danger. However, no one could stop the fate that had already been set in motion.\n\n主従の絆が、裏切りによって無惨に引き裂かれています。\nThe bond between mistress and servant is cruelly torn apart by betrayal.","柏木の様子を伺う / Inquire about Kashiwagi→12,庭へ出る / Go to the garden→9",,,,,dark_whisper.mp3,servant_room.jpg,,,
12,normal,"【柏木の衰弱 / Kashiwagi's Decline】\n\n源氏の冷たい態度に接した柏木は、極度の恐怖と罪悪感から重い病に陥ります。「心地、いとどしう悩みたまひて」彼は食事を拒み、ただ死を待つような日々を過ごします。華やかだった貴公子の面影はなく、ただ枯れ木のように痩せさらぼうていきました。\n\nAfter facing Genji's coldness, Kashiwagi fell into a severe illness driven by extreme terror and guilt. He refused to eat and spent his days as if merely waiting for death. There was no trace left of the brilliant young nobleman; he withered away like a dead tree.\n\n恋の報いは、あまりにも残酷な形で彼に降りかかりました。\nThe price of his love fell upon him in a most cruel form.","最期を覚悟する / Prepare for the end→13,威圧に耐え続ける / Continue enduring pressure→10",,,,,requiem.mp3,kashiwagi_deathbed.jpg,,,
13,normal,"【薫の誕生 / The Birth of Kaoru】\n\nついに女三の宮は男児を出産します。後の「薫」です。源氏はその子を抱き、複雑な感情に揺れます。「いみじき御かたち、いとどしう見えたまふ」不義の子でありながら、その美しさは源氏自身の幼少期を彷彿とさせました。源氏は自らの罪を鏡で見せられているような心地になります。\n\nFinally, Princess Nyousan gave birth to a son—the future 'Kaoru'. Holding the child, Genji was shaken by complex emotions. Despite being a child of infidelity, the baby's beauty reminded Genji of his own childhood. He felt as if he were being shown his own sins in a mirror.\n\n祝福されるべき誕生が、悲劇の象徴となりました。\nA birth that should have been celebrated became a symbol of tragedy.","女三の宮の決断 / The Princess's Decision→14,柏木の最期を聞く / Hear of Kashiwagi's end→15",,,,,solemn_birth.mp3,baby_kaoru.jpg,!eat,,
14,normal,"【女三の宮の出家 / The Princess Becomes a Nun】\n\n産後の肥立ちが悪く、また罪の意識に耐えかねた女三の宮は、父・朱雀院に強く願って出家を遂げます。「世の中の、はかなきことと思ひ知りはべりぬ」源氏は驚き引き止めますが、彼女の決意は固いものでした。彼女は若くして現世を捨て、静かな祈りの日々を選んだのです。\n\nSuffering from a poor recovery after childbirth and unable to bear the weight of her guilt, Princess Nyousan begged her father, Emperor Suzaku, and successfully took Buddhist vows. 'I have learned the fleeting nature of this world.' Genji was shocked and tried to stop her, but her resolve was firm. She abandoned the world at a young age for a life of quiet prayer.\n\n六条院から一人の女性が、静かに去っていきました。\nA woman has quietly departed from the world of Rokujo-in.","柏木の結末へ / Towards Kashiwagi's conclusion→15,薫の未来を思う / Think of Kaoru's future→13",,,,,temple_bell.mp3,nun_shaving.jpg,,,
15,normal,"【柏木の遺言 / Kashiwagi's Last Words】\n\n死の間際、柏木は親友の夕霧を呼び、自らの不始末を詫び、女三の宮と薫のことを託します。「あな、いみじ。いかなる御宿世にて」彼は最後まで源氏への畏怖を抱きながら、息を引き取りました。才能溢れる若者の、あまりにも早すぎる、そして不名誉な死でした。\n\nOn his deathbed, Kashiwagi summoned his best friend Yugiri, apologized for his misconduct, and entrusted the care of Princess Nyousan and Kaoru to him. 'What a tragic destiny.' He breathed his last breath, still harboring a deep dread of Genji until the very end. It was a premature and dishonorable death for such a talented young man.\n\n一つの命が消え、物語は重苦しい静寂に包まれます。\nA life is extinguished, and the story is wrapped in a heavy silence.","夕霧の嘆き / Yugiri's Grief→16,源氏の述懐 / Genji's Recollection→17",,,,,funeral_march.mp3,kashiwagi_funeral.jpg,,,
16,normal,"【夕霧の誠実 / Yugiri's Sincerity】\n\n夕霧は柏木の死を深く悼み、彼の家族の世話を焼きます。一方で、彼は亡き友が愛した女三の宮の面影を追い始めます。「亡き人の、面影にのみ見えたまふ」新たな恋の芽生えが、また別の複雑な人間関係を予感させます。物語は休むことなく、次の世代へと受け継がれていきます。\n\nYugiri deeply mourned Kashiwagi's death and looked after his family. At the same time, he began to chase the image of Princess Nyousan, the woman his late friend had loved. 'She appears only as the phantom of the deceased.' The sprouting of a new love hints at yet another set of complex relationships. The tale continues, passed on to the next generation.\n\n悲しみの中にも、新しい命の脈動が感じられます。\nEven amidst sorrow, the pulse of new life can be felt.","源氏と語り合う / Talk with Genji→17,食事で気力を養う / Nourish strength with food→18",,,,,gentle_sadness.mp3,yugiri_reflection.jpg,!eat,,
17,battle,"【因果の自覚 / Realization of Karma】\n\n源氏は薫を抱きながら、自らの若き日の過ちと、それが今、自分に返ってきたことを痛感します。藤壺との秘密を共有していた自分と、今、柏木の秘密を知る自分。「報いというものは、かくも厳しきものか」彼の心は、自責の念という巨大な敵と対峙します。\n\nAs Genji held Kaoru, he felt acutely that his youthful errors had now returned to him. He who once shared a secret with Fujitsubo now held Kashiwagi's secret. 'Is retribution truly this severe?' His heart confronts the giant enemy known as self-reproach.\n\n過去の自分自身との戦いです。\nIt is a battle with your past self.",因果を受け入れる / Accept Karma,過去の亡霊 (Ghost of the Past),8,18,19,dark_echo.mp3,inner_temple.jpg,,,
18,normal,"【六条院の夕餉 / Dinner at Rokujo-in】\n\n嵐が去った後のような、静かな夕暮れ。源氏は一人で質素な食事を摂ります。「世の中の、はかなきことのみ思し続けられて」豪華な饗宴の記憶は遠く、今はただ、失われた人々への追憶だけが彼を支えています。命をつなぐための食事が、彼の孤独を際立たせます。\n\nA quiet evening, like the calm after a storm. Genji ate a simple meal alone. 'He could only think of the fleeting nature of this world.' Memories of grand feasts were distant; now, only recollections of those lost sustained him. The meal meant to sustain life only highlighted his profound solitude.\n\n一時の休息が、彼に次への歩みを与えます。\nA brief rest gives him the strength to take the next step.","紫の上の病状を確認 / Check Murasaki's state→19,夕霧と再会する / Reunite with Yugiri→16",,,,,quiet_evening.mp3,solitary_meal.jpg,!eat,,
19,normal,"【物語の黄昏 / The Twilight of the Tale】\n\n「若菜下」の終わり。紫の上は辛うじて一命を取り留めますが、彼女の心はすでにこの世にありません。源氏の栄華は形を保っていますが、その精神的な柱は折れ曲がっています。不義の子・薫を抱きながら、源氏は沈みゆく太陽を見つめていました。「日は入りぬ。道は遠し」\n\nThe end of 'Spring Shoots II'. Murasaki narrowly escaped death, but her spirit is no longer of this world. Genji's glory maintains its form, but its spiritual pillars are bent. Holding the child of infidelity, Kaoru, Genji stared at the setting sun. 'The sun has set; the road is long.'\n\n華やかな時代の終焉が、すぐそこまで来ています。\nThe end of a brilliant era is just around the corner.","巻を閉じる / Close the chapter→20,疑惑の初めに戻る / Back to the start of suspicion→8",,,,,twilight.mp3,sunset_palace.jpg,,,
20,end,"【次巻予告：柏木 / Next: Kashiwagi (The Guardian)】次巻「柏木」では、罪の意識と病に倒れた柏木の最期と、遺された人々の深い嘆きが描かれます。物語の主役は、光源氏からその子供たちの世代へと移り変わっていきます。[English] In the next chapter Kashiwagi (The Guardian), the death of the guilt-stricken youth and the mourning of his family are depicted. The focus shifts to the next generation.","おわり / End",,,,,ending_fanfare.mp3,cherry_petals.jpg,
